Game,Date,TEAM,OPP,Win,Points,WL (H),WL HOME (H),WL LAST 5 (H),WL LAST 8 (H),WL LAST 10 (H),PD (H),PD HOME (H),PD LAST 5 (H),PD LAST 8 (H),PD LAST 10 (H),WL (A),WL AWAY (A),WL LAST 5 (A),WL LAST 8 (A),WL LAST 10 (A),PD (A),PD AWAY (A),PD LAST 5 (A),PD LAST 8 (A),PD LAST 10 (A),Prev WL (H),Prev WL (A),Prev WL HOME (H),Prev WL AWAY (A),AST,TRB,FG%,3P%
46,2012-03-19,0,2,0,-3,0.5777777777777777,0.6842105263157895,0.6,0.5,0.6,2.0,4.368421052631579,4.4,2.875,3.5,0.5227272727272727,0.35,0.4,0.5,0.6,0.4772727272727273,-6.9,-4.8,-4.125,-1.6,0.5365853658536586,0.6829268292682927,0.5853658536585366,0.5609756097560976,-1.586363636363636,3.0202020202020208,-0.01327323232323252,0.02906262626262618
47,2012-03-21,0,6,1,1,0.5652173913043478,0.65,0.4,0.375,0.5,1.891304347826087,4.0,2.4,1.875,2.7,0.3953488372093023,0.4,0.4,0.5,0.4,-4.069767441860465,-4.2,-3.6,-2.5,-4.4,0.5365853658536586,0.23170731707317074,0.5853658536585366,0.17073170731707318,1.1638018200202218,-1.5485338725985827,0.013410515672396317,0.022688574317492383
48,2012-03-23,0,19,1,9,0.574468085106383,0.6666666666666666,0.6,0.5,0.5,1.872340425531915,3.857142857142857,2.8,2.375,2.1,0.3125,0.4,0.2,0.25,0.3,-6.479166666666667,-5.24,-6.8,-4.625,-6.6,0.5365853658536586,0.2926829268292683,0.5853658536585366,0.12195121951219512,2.243351063829788,1.335992907801419,0.016496453900709085,0.04407269503546085
50,2012-03-25,0,31,1,6,0.5918367346938775,0.6818181818181818,0.8,0.625,0.6,2.0408163265306123,4.090909090909091,5.2,3.125,3.1,0.5416666666666666,0.30434782608695654,1.0,0.875,0.7,-0.020833333333333332,-7.130434782608695,7.6,6.25,2.3,0.5365853658536586,0.47560975609756095,0.5853658536585366,0.43902439024390244,0.2159863945578202,-1.959608843537417,-0.016214285714285903,0.07598256802721065
52,2012-03-28,0,4,0,-21,0.5882352941176471,0.6956521739130435,0.8,0.75,0.6,1.9411764705882353,4.173913043478261,2.4,4.875,2.4,0.7843137254901961,0.7692307692307693,0.8,0.75,0.7,8.392156862745098,9.0,6.2,3.625,3.8,0.5365853658536586,0.7560975609756098,0.5853658536585366,0.6341463414634146,-1.1764705882352935,-4.372549019607838,-0.014313725490196105,-0.0057254901960785975
53,2012-03-30,0,22,1,10,0.5769230769230769,0.6666666666666666,0.6,0.625,0.6,1.5,3.125,-2.0,0.5,0.4,0.5098039215686274,0.375,0.8,0.875,0.8,2.7058823529411766,-1.6666666666666667,7.8,10.875,12.4,0.5365853658536586,0.5121951219512195,0.5853658536585366,0.4634146341463415,1.8265460030165919,-1.2435897435897445,0.006104826546002751,0.0707364253393662
55,2012-04-04,0,3,1,27,0.5740740740740741,0.68,0.4,0.625,0.6,1.537037037037037,3.4,-3.4,-0.5,0.9,0.13725490196078433,0.1111111111111111,0.0,0.0,0.1,-12.549019607843137,-15.074074074074074,-6.2,-11.125,-9.0,0.5365853658536586,0.4146341463414634,0.5853658536585366,0.3170731707317073,1.1721132897603468,2.1601307189542496,0.02891938997821336,0.082056644880174
56,2012-04-06,0,9,1,5,0.5818181818181818,0.6923076923076923,0.4,0.625,0.6,2.0,4.3076923076923075,0.8,2.75,2.0,0.3888888888888889,0.2222222222222222,0.8,0.625,0.5,-5.092592592592593,-8.37037037037037,3.0,-2.5,-2.5,0.5365853658536586,0.36585365853658536,0.5853658536585366,0.21951219512195122,3.2235690235690235,1.2363636363636346,0.00824882154882145,0.042693265993265894
60,2012-04-15,0,30,0,-16,0.5932203389830508,0.7037037037037037,0.8,0.625,0.6,2.7288135593220337,4.333333333333333,15.6,7.75,6.1,0.35,0.3103448275862069,0.2,0.5,0.5,-3.5,-6.241379310344827,-7.6,-0.625,-0.8,0.5365853658536586,0.2682926829268293,0.5853658536585366,0.14634146341463414,1.0355932203389813,-0.4624293785310769,0.008896327683615646,0.03626440677966081
62,2012-04-18,0,9,1,32,0.5901639344262295,0.6785714285714286,0.6,0.625,0.6,2.737704918032787,3.607142857142857,10.4,9.875,6.8,0.3770491803278688,0.22580645161290322,0.4,0.375,0.5,-4.786885245901639,-8.387096774193548,2.2,-1.5,-0.2,0.5365853658536586,0.36585365853658536,0.5853658536585366,0.21951219512195122,3.524590163934427,1.2131147540983633,0.007573770491803078,0.031229508196721212
63,2012-04-20,0,2,1,5,0.5967741935483871,0.6896551724137931,0.6,0.75,0.7,3.2096774193548385,4.586206896551724,12.8,14.5,12.1,0.5873015873015873,0.46875,0.6,0.75,0.7,2.3174603174603177,-2.65625,3.0,6.125,5.6,0.5365853658536586,0.6829268292682927,0.5853658536585366,0.5609756097560976,-1.4715821812596026,2.496927803379414,-0.012724526369687905,0.002839733742959427
64,2012-04-22,0,22,0,-1,0.6031746031746031,0.7,0.8,0.75,0.7,3.238095238095238,4.6,14.2,11.75,11.6,0.5238095238095238,0.3870967741935484,0.6,0.625,0.6,2.9206349206349205,-1.5806451612903225,7.8,4.0,4.0,0.5365853658536586,0.5121951219512195,0.5853658536585366,0.4634146341463415,2.349206349206348,-0.6984126984126959,0.011190476190475918,0.044698412698412515
65,2012-04-24,0,13,1,7,0.59375,0.6774193548387096,0.6,0.625,0.7,3.171875,4.419354838709677,8.4,11.0,12.0,0.625,0.5161290322580645,0.8,0.75,0.8,2.84375,0.3225806451612903,7.0,5.125,6.4,0.5365853658536586,0.3902439024390244,0.5853658536585366,0.21951219512195122,1.265625,-0.515625,-0.0018437500000000329,0.021515624999999927
66,2012-04-26,0,7,1,17,0.6,0.6875,0.8,0.625,0.7,3.230769230769231,4.5,13.0,9.375,10.0,0.5538461538461539,0.40625,0.4,0.625,0.5,1.2307692307692308,-2.1875,0.2,2.875,1.6,0.5365853658536586,0.6951219512195121,0.5853658536585366,0.6829268292682927,1.4307692307692292,-1.6153846153846132,0.009523076923076745,0.03161538461538449
1,2012-11-02,0,11,0,-7,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,0.6060606060606061,0.5151515151515151,0.696969696969697,0.36363636363636365,-5.560606060606062,-3.81818181818182,-0.03939393939393948,0.0017272727272725774
3,2012-11-07,0,12,1,3,0.5,0.0,0.5,0.5,0.5,1.0,-7.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.5,-3.25,-7.0,-3.25,-3.25,-3.25,0.6060606060606061,0.6363636363636364,0.696969696969697,0.5757575757575758,4.5,-16.25,0.08049999999999996,0.017500000000000016
4,2012-11-09,0,16,0,-6,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,-2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.8,0.0,0.8,0.8,0.8,10.2,-20.0,10.2,10.2,10.2,0.6060606060606061,0.696969696969697,0.696969696969697,0.5454545454545454,-3.0666666666666664,2.066666666666663,-0.05126666666666674,-0.13013333333333332
9,2012-11-19,0,24,1,9,0.5,0.3333333333333333,0.4,0.5,0.5,0.75,-3.3333333333333335,0.2,0.75,0.75,0.3333333333333333,0.2,0.2,0.25,0.3333333333333333,-5.666666666666667,-7.2,-12.8,-8.0,-5.666666666666667,0.6060606060606061,0.5606060606060606,0.696969696969697,0.48484848484848486,-1.1666666666666679,-2.8611111111111143,0.02343055555555551,-0.008361111111111208
10,2012-11-21,0,32,1,1,0.5555555555555556,0.5,0.6,0.625,0.5555555555555556,1.6666666666666667,-0.25,3.2,2.75,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,-7.666666666666667,-8.4,-8.0,-7.375,-7.666666666666667,0.6060606060606061,0.30303030303030304,0.696969696969697,0.2727272727272727,-0.33333333333333215,-0.7777777777777786,0.05233333333333334,0.041999999999999926
12,2012-11-24,0,13,1,11,0.6363636363636364,0.6,0.8,0.625,0.7,2.3636363636363638,0.0,6.4,2.625,3.3,0.6666666666666666,0.6,0.6,0.75,0.6,6.083333333333333,2.4,3.4,8.125,5.4,0.6060606060606061,0.6060606060606061,0.696969696969697,0.48484848484848486,1.4696969696969688,-1.3333333333333357,-0.022590909090909106,0.03459848484848471
13,2012-11-28,0,3,1,3,0.6666666666666666,0.6666666666666666,1.0,0.75,0.7,3.0833333333333335,1.8333333333333333,9.4,4.75,3.5,0.5384615384615384,0.4,0.6,0.625,0.6,-5.6923076923076925,-15.2,-9.6,-4.625,-4.1,0.6060606060606061,0.10606060606060606,0.696969696969697,0.09090909090909091,4.7628205128205146,-2.0064102564102555,0.05408333333333326,0.07465384615384618
14,2012-11-30,0,6,0,-2,0.6923076923076923,0.7142857142857143,1.0,0.875,0.7,3.076923076923077,2.0,6.8,6.75,3.5,0.2,0.1,0.2,0.125,0.1,-5.733333333333333,-5.5,-3.2,-5.5,-6.1,0.6060606060606061,0.3181818181818182,0.696969696969697,0.30303030303030304,4.174358974358974,-0.9692307692307693,0.037384615384615405,0.02017435897435904
15,2012-12-05,0,8,1,4,0.6428571428571429,0.625,0.8,0.75,0.7,2.7142857142857144,1.5,4.6,5.5,3.9,0.5,0.3333333333333333,0.4,0.625,0.5,0.0,-4.916666666666667,-0.2,2.75,-0.9,0.6060606060606061,0.5757575757575758,0.696969696969697,0.5454545454545454,1.428571428571427,-7.30952380952381,-0.001206349206349211,0.04373809523809513
16,2012-12-07,0,32,1,9,0.6666666666666666,0.6666666666666666,0.8,0.875,0.8,2.8,1.7777777777777777,5.2,6.5,5.6,0.13333333333333333,0.0,0.4,0.25,0.2,-7.533333333333333,-9.142857142857142,-8.6,-7.25,-8.0,0.6060606060606061,0.30303030303030304,0.696969696969697,0.2727272727272727,2.93333333333333,-3.3333333333333357,0.04726666666666679,0.07119999999999993
20,2012-12-13,0,3,1,23,0.6842105263157895,0.7,0.8,0.75,0.8,3.0526315789473686,2.5,4.0,4.0,4.3,0.3333333333333333,0.2857142857142857,0.0,0.0,0.1,-7.142857142857143,-13.428571428571429,-12.2,-9.5,-11.9,0.6060606060606061,0.10606060606060606,0.696969696969697,0.09090909090909091,3.045112781954888,-1.6942355889724325,0.0360776942355891,0.04303759398496232
21,2012-12-15,0,10,0,-22,0.7,0.7272727272727273,0.8,0.75,0.8,4.05,4.363636363636363,7.8,5.5,6.5,0.6521739130434783,0.6428571428571429,0.8,0.75,0.8,0.30434782608695654,-1.0714285714285714,1.4,2.125,2.9,0.6060606060606061,0.3484848484848485,0.696969696969697,0.3333333333333333,0.7065217391304337,-5.184782608695649,0.009156521739130619,0.022784782608695542
23,2012-12-19,0,23,0,-8,0.6818181818181818,0.6666666666666666,0.6,0.75,0.7,2.909090909090909,2.1666666666666665,0.6,3.25,2.7,0.8333333333333334,0.75,1.0,1.0,1.0,9.5,5.875,9.0,10.5,15.1,0.6060606060606061,0.7121212121212122,0.696969696969697,0.6363636363636364,0.1287878787878789,-1.5113636363636331,-0.03213636363636352,-0.038113636363636405
25,2012-12-22,0,4,1,17,0.625,0.6153846153846154,0.4,0.5,0.6,1.5416666666666667,1.3846153846153846,-4.2,-1.75,-0.1,0.6,0.6363636363636364,0.8,0.75,0.7,2.52,2.272727272727273,2.8,2.625,2.7,0.6060606060606061,0.7575757575757576,0.696969696969697,0.7272727272727273,-0.14499999999999957,-2.9666666666666615,0.006326666666666758,0.014614999999999823
26,2012-12-26,0,9,1,7,0.64,0.6428571428571429,0.4,0.5,0.6,2.16,2.5,-5.4,-0.875,1.2,0.3,0.1875,0.4,0.25,0.3,-2.066666666666667,-7.25,2.4,-0.5,-0.1,0.6060606060606061,0.3787878787878788,0.696969696969697,0.21212121212121213,2.2733333333333334,-1.7666666666666657,0.015453333333333485,0.003180000000000016
28,2012-12-29,0,12,1,9,0.6666666666666666,0.6666666666666666,0.6,0.625,0.6,2.5555555555555554,2.8,1.0,1.375,0.8,0.5862068965517241,0.47058823529411764,0.8,0.875,0.7,1.793103448275862,-2.0,7.4,9.125,5.9,0.6060606060606061,0.6363636363636364,0.696969696969697,0.5757575757575758,3.1775223499361402,-4.738186462324393,0.02678288633461051,0.030535121328224724
32,2013-01-05,0,2,0,-8,0.6451612903225806,0.6875,0.6,0.625,0.6,2.161290322580645,3.1875,1.2,1.375,0.8,0.46875,0.3125,0.2,0.375,0.3,-1.8125,-7.0625,-12.0,-4.5,-6.2,0.6060606060606061,0.5909090909090909,0.696969696969697,0.45454545454545453,0.48487903225806406,2.305443548387096,-0.005321572580644973,0.023629032258064453
35,2013-01-11,0,31,1,8,0.5882352941176471,0.6470588235294118,0.2,0.375,0.5,1.1176470588235294,2.5294117647058822,-4.2,-2.875,0.1,0.5135135135135135,0.36363636363636365,0.8,0.5,0.5,-0.2702702702702703,-4.909090909090909,5.2,0.25,-1.0,0.6060606060606061,0.5454545454545454,0.696969696969697,0.3333333333333333,0.525437201907792,-2.0095389507154238,0.01304689984101759,0.027901430842607322
38,2013-01-16,0,1,1,14,0.5675675675675675,0.6666666666666666,0.2,0.25,0.3,-0.08108108108108109,2.8333333333333335,-12.4,-7.75,-7.2,0.6052631578947368,0.5,1.0,0.875,0.9,2.3421052631578947,-0.0625,15.6,8.25,8.5,0.6060606060606061,0.5,0.696969696969697,0.5,2.65647226173542,-1.4331436699857747,0.008347795163584637,0.025516358463726907
40,2013-01-19,0,29,0,-5,0.5641025641025641,0.6842105263157895,0.4,0.25,0.3,0.15384615384615385,3.4210526315789473,-6.4,-7.625,-5.3,0.7380952380952381,0.5909090909090909,0.8,0.625,0.7,8.357142857142858,3.4545454545454546,9.2,5.625,8.3,0.6060606060606061,0.7575757575757576,0.696969696969697,0.6666666666666666,-2.1538461538461533,-1.1611721611721606,-0.03161904761904749,-0.006684981684981661
41,2013-01-21,0,18,1,8,0.55,0.65,0.2,0.25,0.2,0.025,3.0,-9.0,-7.25,-6.7,0.4594594594594595,0.3,0.2,0.25,0.3,-1.5135135135135136,-5.7,-9.0,-8.375,-8.5,0.6060606060606061,0.3939393939393939,0.696969696969697,0.3939393939393939,1.5864864864864892,-4.241891891891896,0.026035135135135168,0.08893378378378375
43,2013-01-25,0,2,1,12,0.5714285714285714,0.6666666666666666,0.6,0.5,0.4,0.5,3.238095238095238,4.8,-2.125,-3.8,0.47619047619047616,0.35,0.0,0.375,0.5,-1.1666666666666667,-5.95,-7.2,-0.625,0.9,0.6060606060606061,0.5909090909090909,0.696969696969697,0.45454545454545453,0.571428571428573,1.2857142857142918,-0.0015238095238092608,0.045380952380952355
45,2013-01-30,0,30,1,1,0.5681818181818182,0.6818181818181818,0.6,0.5,0.5,0.7045454545454546,3.6363636363636362,5.0,-0.625,-0.7,0.35555555555555557,0.21739130434782608,0.4,0.25,0.3,-2.1333333333333333,-6.826086956521739,-2.6,-3.625,-1.9,0.6060606060606061,0.3484848484848485,0.696969696969697,0.30303030303030304,0.8136363636363626,0.7888888888888914,0.016370707070707202,0.040429797979797955
46,2013-02-02,0,4,0,-17,0.5777777777777777,0.6956521739130435,0.8,0.625,0.5,0.7111111111111111,3.5217391304347827,6.2,4.375,-1.4,0.6086956521739131,0.65,0.6,0.625,0.7,2.5652173913043477,1.3,4.6,4.375,3.8,0.6060606060606061,0.7575757575757576,0.696969696969697,0.7272727272727273,0.8623188405797109,-3.3173913043478294,0.02002367149758455,0.033245893719806685
48,2013-02-06,0,15,1,11,0.5531914893617021,0.6666666666666666,0.4,0.5,0.5,0.0851063829787234,2.6666666666666665,-3.4,-0.25,0.7,0.6382978723404256,0.5714285714285714,0.4,0.5,0.6,3.382978723404255,1.0476190476190477,-3.8,2.125,3.6,0.6060606060606061,0.6212121212121212,0.696969696969697,0.45454545454545453,3.1276595744680833,-2.4893617021276597,0.02240425531914897,0.05510638297872322
49,2013-02-08,0,20,0,-11,0.5625,0.68,0.4,0.625,0.5,0.3125,3.0,-3.6,1.75,0.4,0.32653061224489793,0.3076923076923077,0.2,0.25,0.3,-4.3061224489795915,-4.384615384615385,-9.0,-7.375,-5.4,0.6060606060606061,0.3181818181818182,0.696969696969697,0.30303030303030304,2.5034013605442205,-0.47789115646258296,0.011659863945578275,0.017885204081632577
52,2013-02-20,0,16,0,-13,0.5686274509803921,0.6538461538461539,0.6,0.5,0.6,0.7843137254901961,2.4615384615384617,5.0,0.875,3.1,0.72,0.5416666666666666,1.0,0.875,0.8,6.42,1.7083333333333333,12.2,8.5,8.6,0.6060606060606061,0.696969696969697,0.696969696969697,0.5454545454545454,1.7399999999999984,1.9631372549019588,-0.03210784313725484,0.004602352941176557
53,2013-02-22,0,28,1,14,0.5576923076923077,0.6296296296296297,0.6,0.5,0.5,0.5192307692307693,1.8888888888888888,4.6,-0.5,0.6,0.34545454545454546,0.17857142857142858,0.4,0.25,0.3,-6.927272727272728,-11.0,-3.8,-9.25,-9.0,0.6060606060606061,0.3333333333333333,0.696969696969697,0.18181818181818182,4.34965034965035,0.5199300699300693,0.023988111888111785,0.03901643356643353
60,2013-03-06,0,25,1,11,0.559322033898305,0.6428571428571429,0.4,0.5,0.6,0.711864406779661,2.3214285714285716,0.0,0.25,3.8,0.3898305084745763,0.23076923076923078,0.2,0.125,0.1,-3.7796610169491527,-5.884615384615385,-5.8,-8.25,-8.5,0.6060606060606061,0.5303030303030303,0.696969696969697,0.48484848484848486,2.16949152542373,-0.881355932203391,0.023627118644067635,0.03479661016949154
62,2013-03-09,0,1,0,-13,0.5573770491803278,0.6551724137931034,0.2,0.5,0.5,0.7868852459016393,2.6206896551724137,-3.2,0.875,0.8,0.5806451612903226,0.5357142857142857,0.6,0.5,0.6,0.6774193548387096,-1.1071428571428572,4.6,1.5,2.5,0.6060606060606061,0.5,0.696969696969697,0.5,4.542041248016922,-1.9896879957694367,0.022885510312004143,0.02223717609730319
64,2013-03-13,0,14,1,4,0.5396825396825397,0.6333333333333333,0.2,0.25,0.4,0.2857142857142857,2.1,-8.0,-4.375,-2.3,0.5230769230769231,0.375,0.8,0.75,0.8,1.2615384615384615,-2.59375,1.8,2.625,2.9,0.6060606060606061,0.6212121212121212,0.696969696969697,0.45454545454545453,2.4290598290598275,-3.8852258852258856,0.002291086691086741,0.02252429792429783
65,2013-03-15,0,26,1,13,0.546875,0.6451612903225806,0.4,0.25,0.4,0.34375,2.161290322580645,-4.0,-5.25,-2.0,0.3384615384615385,0.21212121212121213,0.2,0.5,0.4,-6.0,-9.090909090909092,-15.8,-8.625,-10.4,0.6060606060606061,0.5,0.696969696969697,0.42424242424242425,2.1139423076923087,-0.4937499999999986,0.021592788461538392,0.05588149038461537
67,2013-03-18,0,7,0,-14,0.5606060606060606,0.65625,0.6,0.5,0.4,0.7121212121212122,2.5,-0.2,-1.375,-1.7,0.4696969696969697,0.37142857142857144,0.6,0.625,0.6,-0.8181818181818182,-4.914285714285715,6.6,0.875,0.9,0.6060606060606061,0.5454545454545454,0.696969696969697,0.3939393939393939,1.5909090909090935,-1.2878787878787818,0.006015151515151529,0.01580303030303032
68,2013-03-20,0,17,1,8,0.5522388059701493,0.6363636363636364,0.6,0.5,0.4,0.4925373134328358,2.0,-0.4,-1.125,-2.6,0.5151515151515151,0.5,0.4,0.5,0.6,-1.0,-1.21875,-4.0,-3.0,-1.5,0.6060606060606061,0.4696969696969697,0.696969696969697,0.42424242424242425,1.567390321121664,-2.935097241067389,0.02639032112166445,0.024568521031207602
69,2013-03-22,0,27,0,-11,0.5588235294117647,0.6470588235294118,0.8,0.5,0.5,0.6029411764705882,2.176470588235294,4.6,-1.5,-1.7,0.47058823529411764,0.2857142857142857,0.6,0.5,0.5,-1.2647058823529411,-5.8,5.6,6.375,6.2,0.6060606060606061,0.42424242424242425,0.696969696969697,0.24242424242424243,2.882352941176471,-0.823529411764703,0.0168382352941176,0.03439705882352956
74,2013-03-30,0,24,1,9,0.547945205479452,0.6285714285714286,0.4,0.5,0.6,0.5068493150684932,1.8,-0.8,0.25,1.9,0.2602739726027397,0.22857142857142856,0.2,0.125,0.2,-6.616438356164384,-6.742857142857143,-7.0,-9.5,-7.7,0.6060606060606061,0.5606060606060606,0.696969696969697,0.48484848484848486,1.5616438356164366,-1.4109589041095845,0.015301369863013559,0.05783561643835633
75,2013-04-01,0,6,1,8,0.5540540540540541,0.6388888888888888,0.6,0.5,0.6,0.6216216216216216,2.0,3.2,-0.125,2.4,0.3055555555555556,0.25,0.0,0.0,0.1,-4.527777777777778,-6.444444444444445,-14.4,-13.625,-10.8,0.6060606060606061,0.3181818181818182,0.696969696969697,0.30303030303030304,3.9290540540540526,0.22935435435435636,0.031202327327327195,0.030576576576576753
76,2013-04-03,0,22,0,-13,0.56,0.6486486486486487,0.6,0.625,0.6,0.72,2.1621621621621623,3.8,2.625,1.9,0.6438356164383562,0.5555555555555556,1.0,1.0,0.9,3.863013698630137,-0.5,12.4,13.125,9.9,0.6060606060606061,0.5454545454545454,0.696969696969697,0.42424242424242425,5.367853881278538,0.213881278538814,0.019422100456621016,0.007652968036529817
77,2013-04-05,0,25,0,-11,0.5526315789473685,0.631578947368421,0.6,0.5,0.5,0.5394736842105263,1.763157894736842,2.4,0.0,-0.6,0.40540540540540543,0.22857142857142856,0.6,0.5,0.6,-3.364864864864865,-5.942857142857143,1.0,-1.375,-0.3,0.6060606060606061,0.5303030303030303,0.696969696969697,0.48484848484848486,1.6070412517780959,-0.7059032716927405,0.020869132290184778,0.02364260312944516
80,2013-04-12,0,17,1,5,0.5443037974683544,0.6153846153846154,0.4,0.5,0.5,0.6455696202531646,1.435897435897436,1.0,2.75,2.1,0.47435897435897434,0.42105263157894735,0.2,0.375,0.3,-1.4487179487179487,-3.1052631578947367,-6.2,-0.25,-1.5,0.6060606060606061,0.4696969696969697,0.696969696969697,0.42424242424242425,1.7612788055826059,-3.2645245050308347,0.02981174943200271,0.02414832846478432
81,2013-04-16,0,30,0,-17,0.55,0.625,0.4,0.5,0.5,0.7,1.525,0.4,1.0,2.1,0.4,0.3,0.8,0.625,0.6,-2.025,-5.325,0.6,-1.75,-1.6,0.6060606060606061,0.3484848484848485,0.696969696969697,0.30303030303030304,3.1999999999999993,0.6500000000000057,0.02289999999999992,0.044249999999999956
2,2013-11-01,0,30,1,7,0.0,0.5,0.0,0.0,0.0,-9.0,0.0,-9.0,-9.0,-9.0,1.0,0.5,1.0,1.0,1.0,6.0,0.0,6.0,6.0,6.0,0.5365853658536586,0.4146341463414634,0.6097560975609756,0.3170731707317073,12.0,-15.0,0.044999999999999984,0.039000000000000035
6,2013-11-09,0,24,1,10,0.4,1.0,0.4,0.4,0.4,-0.2,7.0,-0.2,-0.2,-0.2,0.5,0.0,0.6,0.5,0.5,5.333333333333333,-7.5,8.4,5.333333333333333,5.333333333333333,0.5365853658536586,0.24390243902439024,0.6097560975609756,0.1951219512195122,6.966666666666669,-8.866666666666667,0.005399999999999905,-0.008366666666666689
8,2013-11-13,0,22,0,-4,0.5714285714285714,1.0,0.6,0.5714285714285714,0.5714285714285714,2.5714285714285716,8.5,4.0,2.5714285714285716,2.5714285714285716,0.3333333333333333,0.5,0.2,0.3333333333333333,0.3333333333333333,-4.833333333333333,4.5,-7.2,-4.833333333333333,-4.833333333333333,0.5365853658536586,0.6585365853658537,0.6097560975609756,0.5609756097560976,9.5,2.5714285714285694,0.03666666666666657,0.04414285714285715
9,2013-11-15,0,25,1,10,0.5,0.6666666666666666,0.6,0.5,0.5,1.75,4.333333333333333,3.6,1.75,1.75,0.5555555555555556,0.5,0.4,0.5,0.5555555555555556,-2.7777777777777777,2.5,-3.8,-3.625,-2.7777777777777777,0.5365853658536586,0.4146341463414634,0.6097560975609756,0.2682926829268293,3.25,-3.9583333333333357,0.006152777777777674,-0.003569444444444403
12,2013-11-20,0,9,1,8,0.5454545454545454,0.75,0.6,0.625,0.6,2.5454545454545454,5.75,3.8,4.0,3.7,0.4,0.2,0.4,0.375,0.4,-2.5,-7.0,-5.2,-4.125,-2.5,0.5365853658536586,0.35365853658536583,0.6097560975609756,0.2682926829268293,5.809090909090909,-0.2818181818181813,0.020327272727272694,0.09022727272727277
14,2013-11-23,0,2,0,-7,0.6153846153846154,0.8,0.8,0.75,0.7,3.3076923076923075,6.2,5.8,5.5,4.7,0.2857142857142857,0.25,0.0,0.25,0.4,-6.357142857142857,-9.125,-16.2,-8.875,-5.9,0.5365853658536586,0.5061728395061729,0.6097560975609756,0.34146341463414637,8.016483516483515,0.4285714285714306,0.02715384615384603,0.0386758241758241
15,2013-11-26,0,24,0,-17,0.5714285714285714,0.6666666666666666,0.6,0.625,0.6,2.5714285714285716,4.0,2.4,3.375,3.5,0.3076923076923077,0.0,0.2,0.125,0.3,-2.769230769230769,-8.4,-8.6,-8.75,-4.1,0.5365853658536586,0.24390243902439024,0.6097560975609756,0.1951219512195122,4.14835164835165,-2.521978021978022,0.007313186813186601,-0.032362637362637336
17,2013-11-29,0,7,1,1,0.5,0.5714285714285714,0.4,0.5,0.5,-0.625,1.0,-7.6,-3.0,-1.9,0.625,0.2857142857142857,0.6,0.625,0.7,2.125,-3.142857142857143,0.2,0.75,2.4,0.5365853658536586,0.5,0.6097560975609756,0.4146341463414634,1.8125,-1.1875,-0.009625000000000161,-0.03187500000000004
20,2013-12-04,0,13,1,10,0.47368421052631576,0.625,0.2,0.375,0.4,-0.9473684210526315,1.0,-10.8,-5.75,-4.2,0.6666666666666666,0.5,0.8,0.625,0.7,4.611111111111111,-1.0,10.8,5.0,5.5,0.5365853658536586,0.6829268292682927,0.6097560975609756,0.5853658536585366,-0.7719298245614041,-3.3333333333333357,-0.018371345029239927,0.01222222222222219
21,2013-12-06,0,6,1,19,0.5,0.6666666666666666,0.4,0.375,0.4,-0.4,2.0,-5.4,-5.5,-5.2,0.3333333333333333,0.1,0.4,0.375,0.3,-7.333333333333333,-12.9,-8.8,-6.0,-8.3,0.5365853658536586,0.2926829268292683,0.6097560975609756,0.24390243902439024,5.711111111111112,-2.944444444444443,0.04189999999999988,0.01832222222222224
22,2013-12-10,0,23,0,-9,0.5238095238095238,0.7,0.6,0.375,0.5,0.5238095238095238,3.7,4.2,-4.0,-1.7,0.7894736842105263,0.5555555555555556,0.8,0.875,0.9,5.631578947368421,0.6666666666666666,8.6,9.0,8.8,0.5365853658536586,0.7317073170731707,0.6097560975609756,0.6341463414634146,3.481203007518797,-6.260651629072683,-0.003268170426065198,0.017305764411027602
23,2013-12-13,0,32,1,2,0.5,0.6363636363636364,0.4,0.375,0.4,0.09090909090909091,2.5454545454545454,2.2,-4.25,-3.4,0.45,0.3,0.4,0.625,0.6,-0.8,-4.4,0.0,2.75,2.1,0.5365853658536586,0.35365853658536583,0.6097560975609756,0.17073170731707318,1.0590909090909086,-0.8681818181818173,0.017031818181818037,-0.029954545454545456
25,2013-12-16,0,14,1,14,0.5,0.6666666666666666,0.6,0.5,0.4,-0.041666666666666664,2.5,3.4,1.125,-3.7,0.4782608695652174,0.45454545454545453,0.4,0.5,0.5,-2.9565217391304346,-7.636363636363637,-6.8,-3.875,-2.2,0.5365853658536586,0.5487804878048781,0.6097560975609756,0.3902439024390244,0.6775362318840585,-2.201086956521742,0.0227807971014492,-0.027398550724637705
26,2013-12-18,0,28,1,17,0.52,0.6923076923076923,0.6,0.5,0.5,0.52,3.3846153846153846,4.2,2.75,-0.6,0.30434782608695654,0.25,0.4,0.375,0.3,-2.739130434782609,-4.875,-1.6,-0.75,-1.4,0.5365853658536586,0.34146341463414637,0.6097560975609756,0.1951219512195122,4.278260869565219,-1.6747826086956508,0.030427826086956544,0.03830434782608694
