Rk,G,Date,Home,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,V25,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team
8,8,2016-11-09,,DAL,W,116,95,43,74,.581,17,33,.515,13,22,.591,5,39,33,3,5,15,22,,34,86,.395,6,28,.214,21,28,.750,13,42,20,10,2,7,20,GSW
9,9,2016-11-10,@,DEN,W,125,101,46,85,.541,14,30,.467,19,20,.950,9,44,33,15,6,15,18,,38,94,.404,13,36,.361,12,17,.706,17,44,26,7,3,18,18,GSW
10,10,2016-11-13,,PHO,W,133,120,45,87,.517,16,33,.485,27,31,.871,8,43,32,8,7,16,20,,46,90,.511,8,24,.333,20,26,.769,8,38,27,10,3,13,29,GSW
11,11,2016-11-16,@,TOR,W,127,121,44,87,.506,13,36,.361,26,28,.929,7,35,33,9,7,12,25,,37,82,.451,10,25,.400,37,41,.902,13,46,16,8,1,14,22,GSW
12,12,2016-11-18,@,BOS,W,104,88,44,90,.489,9,28,.321,7,12,.583,9,50,33,10,7,11,20,,31,83,.373,11,32,.344,15,19,.789,7,43,19,6,3,13,12,GSW
13,13,2016-11-19,@,MIL,W,124,121,42,95,.442,14,38,.368,26,32,.813,18,45,30,8,5,12,25,,46,89,.517,10,20,.500,19,25,.760,10,41,27,7,1,13,23,GSW
14,14,2016-11-21,@,IND,W,120,83,40,90,.444,13,36,.361,27,32,.844,12,60,31,9,10,12,17,,33,103,.320,6,23,.261,11,12,.917,15,49,13,5,4,11,23,GSW
15,15,2016-11-23,,LAL,W,149,106,53,86,.616,19,36,.528,24,35,.686,6,48,47,7,5,10,20,,40,93,.430,8,20,.400,18,22,.818,7,37,22,5,1,11,25,GSW
16,16,2016-11-25,@,LAL,W,109,85,43,83,.518,11,28,.393,12,17,.706,4,44,31,10,10,17,21,,32,90,.356,5,22,.227,16,23,.696,14,45,20,12,3,18,16,GSW
17,17,2016-11-26,,MIN,W,115,102,45,81,.556,11,22,.500,14,17,.824,12,45,25,9,8,18,14,,41,89,.461,10,35,.286,10,12,.833,8,32,22,8,3,13,15,GSW
18,18,2016-11-28,,ATL,W,105,100,37,85,.435,12,35,.343,19,24,.792,7,41,25,6,10,14,20,,36,85,.424,7,29,.241,21,30,.700,13,50,20,11,4,18,22,GSW
19,19,2016-12-01,,HOU,L,127,132,43,104,.413,12,44,.273,29,37,.784,13,54,31,12,7,17,27,,48,108,.444,14,44,.318,22,30,.733,15,56,26,11,4,19,28,GSW
20,20,2016-12-03,,PHO,W,138,109,49,78,.628,14,21,.667,26,34,.765,6,38,37,9,5,17,19,,41,91,.451,11,32,.344,16,21,.762,14,36,24,8,2,14,29,GSW
21,21,2016-12-05,,IND,W,142,106,54,104,.519,14,37,.378,20,26,.769,16,54,45,12,13,11,22,,35,85,.412,3,15,.200,33,35,.943,9,40,20,10,5,14,21,GSW
22,22,2016-12-07,@,LAC,W,115,98,42,89,.472,7,31,.226,24,29,.828,12,46,32,11,5,10,24,,36,92,.391,8,26,.308,18,24,.750,17,47,15,3,2,13,24,GSW
23,23,2016-12-08,@,UTA,W,106,99,39,80,.488,12,29,.414,16,23,.696,9,47,26,10,4,16,23,,37,89,.416,10,38,.263,15,21,.714,12,46,20,8,2,15,22,GSW
24,24,2016-12-10,@,MEM,L,89,110,34,77,.442,9,27,.333,12,20,.600,10,42,15,6,8,23,23,,38,87,.437,8,26,.308,26,29,.897,11,47,23,10,5,10,19,GSW
25,25,2016-12-11,@,MIN,W,116,108,38,83,.458,13,32,.406,27,30,.900,6,37,30,9,4,8,24,,36,81,.444,9,24,.375,27,36,.750,16,51,17,3,2,14,21,GSW
26,26,2016-12-13,@,NOP,W,113,109,42,95,.442,14,34,.412,15,19,.789,9,45,30,6,5,12,12,,39,82,.476,14,35,.400,17,21,.810,6,45,26,12,11,17,18,GSW
27,27,2016-12-15,,NYK,W,103,90,45,96,.469,9,32,.281,4,8,.500,15,57,41,7,10,17,17,,38,93,.409,5,21,.238,9,19,.474,14,49,19,10,5,11,10,GSW
28,28,2016-12-17,,POR,W,135,90,51,87,.586,14,28,.500,19,26,.731,9,56,36,7,5,15,16,,34,86,.395,8,28,.286,14,20,.700,7,31,16,7,4,11,19,GSW
29,29,2016-12-20,,UTA,W,104,74,40,90,.444,9,23,.391,15,17,.882,9,50,24,13,3,10,18,,27,76,.355,9,30,.300,11,20,.550,10,44,13,5,3,23,17,GSW
30,30,2016-12-22,@,BRK,W,117,101,47,104,.452,12,37,.324,11,14,.786,11,51,29,19,7,12,19,,38,86,.442,13,35,.371,12,16,.750,7,46,22,6,6,26,15,GSW
31,31,2016-12-23,@,DET,W,119,113,43,77,.558,11,27,.407,22,24,.917,4,41,35,9,2,22,21,,43,85,.506,10,29,.345,17,28,.607,5,36,22,12,3,13,22,GSW
32,32,2016-12-25,@,CLE,L,108,109,37,77,.481,9,30,.300,25,29,.862,5,42,25,8,4,19,24,,37,95,.389,12,35,.343,23,32,.719,18,44,20,14,2,12,19,GSW
33,33,2016-12-28,,TOR,W,121,111,46,81,.568,14,23,.609,15,18,.833,9,51,33,4,9,20,16,,40,103,.388,13,35,.371,18,22,.818,19,45,24,13,6,7,18,GSW
34,34,2016-12-30,,DAL,W,108,99,42,84,.500,11,33,.333,13,15,.867,4,43,31,5,4,13,12,,39,93,.419,8,32,.250,13,15,.867,11,40,22,11,7,10,12,GSW
35,35,2017-01-02,,DEN,W,127,119,50,95,.526,11,25,.440,16,21,.762,12,43,33,7,2,13,14,,48,101,.475,9,35,.257,14,18,.778,16,48,33,10,2,14,21,GSW
36,36,2017-01-04,,POR,W,125,117,44,87,.506,13,36,.361,24,29,.828,8,39,31,14,9,15,20,,40,89,.449,12,26,.462,25,28,.893,11,44,23,8,5,17,26,GSW
37,37,2017-01-06,,MEM,L,119,128,41,83,.494,8,30,.267,29,39,.744,7,44,23,7,5,16,21,,50,103,.485,13,33,.394,15,19,.789,14,47,29,13,0,12,28,GSW
38,38,2017-01-08,@,SAC,W,117,106,45,89,.506,10,29,.345,17,20,.850,13,46,33,11,6,17,22,,36,74,.486,11,28,.393,23,29,.793,1,31,21,13,5,18,17,GSW
39,39,2017-01-10,,MIA,W,107,95,39,86,.453,11,27,.407,18,22,.818,5,48,28,6,7,11,16,,38,90,.422,6,30,.200,13,17,.765,6,46,25,6,4,11,22,GSW
40,40,2017-01-12,,DET,W,127,107,50,89,.562,15,29,.517,12,18,.667,6,37,39,14,4,18,14,,43,88,.489,6,28,.214,15,20,.750,9,40,20,10,4,19,19,GSW
41,41,2017-01-16,,CLE,W,126,91,46,91,.505,15,34,.441,19,24,.792,11,58,37,10,11,16,22,,31,88,.352,9,34,.265,20,27,.741,7,35,11,7,4,15,21,GSW
42,42,2017-01-18,,OKC,W,121,100,46,85,.541,10,21,.476,19,27,.704,11,46,35,11,8,18,16,,38,90,.422,8,28,.286,16,19,.842,13,36,23,11,6,18,22,GSW
43,43,2017-01-20,@,HOU,W,125,108,47,89,.528,15,38,.395,16,21,.762,8,41,30,8,7,14,18,,43,96,.448,7,35,.200,15,18,.833,13,41,26,8,3,14,17,GSW
44,44,2017-01-22,@,ORL,W,118,98,42,89,.472,19,42,.452,15,19,.789,13,52,27,8,4,18,15,,42,96,.438,7,28,.250,7,16,.438,12,41,25,9,7,12,21,GSW
45,45,2017-01-23,@,MIA,L,102,105,41,88,.466,8,30,.267,12,20,.600,7,43,27,9,4,14,20,,38,86,.442,13,30,.433,16,27,.593,11,45,20,9,4,13,19,GSW
46,46,2017-01-25,@,CHO,W,113,103,39,82,.476,11,28,.393,24,27,.889,5,41,23,7,14,12,19,,38,92,.413,7,23,.304,20,21,.952,12,43,26,6,6,14,18,GSW
47,47,2017-01-28,,LAC,W,144,98,57,92,.620,17,34,.500,13,16,.813,9,48,35,9,7,11,17,,36,82,.439,12,28,.429,14,22,.636,8,32,24,7,2,14,18,GSW
48,48,2017-01-29,@,POR,W,113,111,36,79,.456,8,26,.308,33,39,.846,8,39,28,13,6,18,18,,46,93,.495,10,27,.370,9,12,.750,9,42,26,11,2,18,24,GSW
49,49,2017-02-01,,CHO,W,126,111,47,96,.490,21,48,.438,11,14,.786,9,47,35,9,13,10,18,,39,88,.443,9,31,.290,24,26,.923,6,45,33,4,3,10,14,GSW
50,50,2017-02-02,@,LAC,W,133,120,52,99,.525,14,34,.412,15,18,.833,15,46,38,10,2,11,26,,40,80,.500,10,25,.400,30,39,.769,9,37,24,7,7,15,18,GSW
51,51,2017-02-04,@,SAC,L,106,109,36,87,.414,15,44,.341,19,24,.792,7,40,22,10,10,17,17,,43,88,.489,7,23,.304,16,19,.842,8,46,25,11,4,16,18,GSW
52,52,2017-02-08,,CHI,W,123,92,48,85,.565,15,28,.536,12,13,.923,5,45,37,9,5,12,17,,37,92,.402,4,24,.167,14,19,.737,15,44,25,7,2,14,17,GSW
53,53,2017-02-10,@,MEM,W,122,107,39,77,.506,15,33,.455,29,38,.763,5,34,31,14,13,12,26,,34,87,.391,9,26,.346,30,37,.811,18,47,20,6,4,18,28,GSW
54,54,2017-02-11,@,OKC,W,130,114,46,87,.529,13,31,.419,25,35,.714,10,40,28,10,3,11,22,,40,83,.482,6,24,.250,28,36,.778,12,43,20,7,8,19,23,GSW
55,55,2017-02-13,@,DEN,L,110,132,45,92,.489,8,32,.250,12,13,.923,4,27,25,12,6,9,13,,48,88,.545,24,41,.585,12,16,.750,14,52,34,6,1,22,14,GSW
56,56,2017-02-15,,SAC,W,109,86,41,84,.488,13,36,.361,14,21,.667,6,46,32,10,10,8,16,,33,89,.371,7,24,.292,13,17,.765,12,50,23,4,6,18,17,GSW
57,57,2017-02-23,,LAC,W,123,113,43,81,.531,13,25,.520,24,26,.923,10,53,31,11,11,21,27,,38,93,.409,11,28,.393,26,37,.703,10,38,23,11,0,14,16,GSW
58,58,2017-02-25,,BRK,W,112,95,42,100,.420,11,31,.355,17,22,.773,13,52,30,10,11,11,17,,38,94,.404,8,28,.286,11,17,.647,11,52,25,8,3,16,20,GSW
59,59,2017-02-27,@,PHI,W,119,108,40,89,.449,6,29,.207,33,39,.846,16,45,31,14,4,13,18,,37,82,.451,10,34,.294,24,27,.889,12,42,24,11,3,22,25,GSW
60,60,2017-02-28,@,WAS,L,108,112,39,84,.464,8,29,.276,22,27,.815,13,41,28,10,6,19,23,,41,91,.451,12,28,.429,18,20,.900,17,46,29,11,6,19,22,GSW
61,61,2017-03-02,@,CHI,L,87,94,34,88,.386,6,30,.200,13,14,.929,6,41,23,10,6,15,18,,36,82,.439,5,19,.263,17,21,.810,7,49,19,9,5,15,15,GSW
62,62,2017-03-05,@,NYK,W,112,105,40,88,.455,13,35,.371,19,23,.826,11,35,21,11,3,8,18,,39,83,.470,7,22,.318,20,25,.800,12,47,18,5,6,15,20,GSW
63,63,2017-03-06,@,ATL,W,119,111,41,87,.471,20,44,.455,17,22,.773,13,43,33,10,4,14,22,,38,82,.463,13,28,.464,22,31,.710,14,47,19,6,6,19,23,GSW
64,64,2017-03-08,,BOS,L,86,99,37,84,.440,6,30,.200,6,9,.667,12,46,23,8,12,17,20,,37,84,.440,10,29,.345,15,19,.789,9,45,28,12,1,12,10,GSW
65,65,2017-03-10,@,MIN,L,102,103,41,88,.466,7,24,.292,13,17,.765,12,43,25,9,5,12,21,,39,88,.443,4,14,.286,21,27,.778,14,46,21,6,3,11,18,GSW
66,66,2017-03-11,@,SAS,L,85,107,33,92,.359,5,17,.294,14,23,.609,20,49,19,10,4,15,16,,40,77,.519,12,27,.444,15,18,.833,7,46,27,6,7,18,18,GSW
67,67,2017-03-14,,PHI,W,106,104,32,88,.364,14,32,.438,28,35,.800,13,43,24,12,11,18,24,,39,89,.438,8,27,.296,18,27,.667,13,52,28,10,10,21,26,GSW
68,68,2017-03-16,,ORL,W,122,92,50,87,.575,10,26,.385,12,23,.522,7,47,36,14,9,12,18,,35,94,.372,7,27,.259,15,21,.714,16,49,15,7,4,19,21,GSW
69,69,2017-03-18,,MIL,W,117,92,45,75,.600,12,23,.522,15,19,.789,6,44,30,5,6,12,16,,36,89,.404,9,27,.333,11,14,.786,12,35,19,8,7,11,17,GSW
70,70,2017-03-20,@,OKC,W,111,95,40,83,.482,15,33,.455,16,21,.762,9,46,28,8,8,16,22,,37,87,.425,4,21,.190,17,31,.548,12,40,18,10,2,11,19,GSW
71,71,2017-03-21,@,DAL,W,112,87,43,78,.551,13,30,.433,13,16,.813,4,46,34,10,2,16,20,,33,92,.359,11,34,.324,10,12,.833,13,39,24,8,2,11,14,GSW
72,72,2017-03-24,,SAC,W,114,100,44,89,.494,10,31,.323,16,18,.889,13,44,37,14,8,12,15,,40,83,.482,10,21,.476,10,13,.769,6,37,27,7,4,19,16,GSW
73,73,2017-03-26,,MEM,W,106,94,39,71,.549,17,31,.548,11,15,.733,7,37,30,9,4,18,15,,38,85,.447,8,29,.276,10,15,.667,13,37,21,11,0,13,13,GSW
74,74,2017-03-28,@,HOU,W,113,106,45,88,.511,11,41,.268,12,16,.750,8,44,33,9,7,16,29,,33,85,.388,5,31,.161,35,39,.897,10,38,20,9,2,14,14,GSW
75,75,2017-03-29,@,SAS,W,110,98,43,85,.506,13,26,.500,11,11,1.000,10,35,31,7,7,15,22,,34,83,.410,9,24,.375,21,26,.808,16,42,20,9,9,15,12,GSW
76,76,2017-03-31,,HOU,W,107,98,43,95,.453,11,32,.344,10,14,.714,13,43,27,10,14,10,20,,34,91,.374,12,37,.324,18,23,.783,18,48,20,6,3,13,12,GSW
77,77,2017-04-02,,WAS,W,139,115,50,88,.568,16,36,.444,23,26,.885,10,44,34,7,10,16,20,,43,92,.467,10,27,.370,19,25,.760,9,38,28,9,3,14,20,GSW
78,78,2017-04-04,,MIN,W,121,107,44,84,.524,14,32,.438,19,24,.792,8,40,33,9,7,13,19,,41,96,.427,4,19,.211,21,26,.808,19,50,22,9,3,13,19,GSW
79,79,2017-04-05,@,PHO,W,120,111,45,89,.506,13,30,.433,17,24,.708,7,39,25,13,9,15,19,,43,103,.417,7,27,.259,18,26,.692,20,55,26,13,2,16,22,GSW
80,80,2017-04-08,,NOP,W,123,101,49,96,.510,10,33,.303,15,16,.938,14,53,37,2,4,9,15,,42,86,.488,5,21,.238,12,19,.632,6,34,24,3,1,8,15,GSW
81,81,2017-04-10,,UTA,L,99,105,39,80,.488,9,25,.360,12,17,.706,8,42,25,5,6,13,17,,41,92,.446,13,35,.371,10,15,.667,14,49,29,8,3,11,17,GSW
82,82,2017-04-12,,LAL,W,109,94,41,90,.456,12,36,.333,15,22,.682,14,54,26,14,8,20,17,,41,93,.441,4,17,.235,8,14,.571,11,40,23,13,2,18,22,GSW
1,1,2016-10-26,@,LAL,L,114,120,44,86,.512,7,29,.241,19,27,.704,10,39,29,10,1,14,23,,45,89,.506,12,35,.343,18,22,.818,11,39,21,10,4,15,24,HOU
2,2,2016-10-28,@,DAL,W,106,98,33,70,.471,15,32,.469,25,31,.806,5,41,21,6,1,18,22,,35,80,.438,8,29,.276,20,24,.833,6,34,13,11,2,9,21,HOU
3,3,2016-10-30,,DAL,W,93,92,34,81,.420,11,31,.355,14,21,.667,9,47,16,5,4,17,21,,32,86,.372,11,31,.355,17,20,.850,13,43,17,8,3,9,17,HOU
4,4,2016-11-01,@,CLE,L,120,128,43,90,.478,17,44,.386,17,25,.680,11,32,30,5,2,7,25,,43,83,.518,16,32,.500,26,31,.839,12,46,22,4,2,11,21,HOU
5,5,2016-11-02,@,NYK,W,118,99,42,89,.472,15,40,.375,19,27,.704,19,54,25,12,8,19,21,,37,85,.435,8,20,.400,17,25,.680,7,34,18,10,6,16,22,HOU
6,6,2016-11-05,@,ATL,L,97,112,37,85,.435,12,36,.333,11,13,.846,12,43,22,9,7,26,26,,45,85,.529,8,20,.400,14,24,.583,13,44,29,17,6,19,13,HOU
7,7,2016-11-07,@,WAS,W,114,106,41,79,.519,17,37,.459,15,18,.833,6,37,28,6,7,18,18,,39,94,.415,10,27,.370,18,20,.900,16,45,20,12,5,13,16,HOU
8,8,2016-11-09,@,SAS,W,101,99,37,78,.474,10,30,.333,17,22,.773,8,45,25,7,4,19,24,,33,84,.393,7,23,.304,26,30,.867,10,39,22,14,5,10,15,HOU
9,9,2016-11-12,,SAS,L,100,106,34,89,.382,15,47,.319,17,21,.810,16,46,22,6,4,14,19,,41,76,.539,5,18,.278,19,24,.792,2,35,21,6,11,10,19,HOU
10,10,2016-11-14,,PHI,W,115,88,44,91,.484,17,40,.425,10,17,.588,16,55,20,6,10,17,19,,34,90,.378,5,22,.227,15,17,.882,10,39,18,10,7,12,17,HOU
11,11,2016-11-16,@,OKC,L,103,105,40,92,.435,14,40,.350,9,14,.643,12,47,25,10,4,16,10,,40,84,.476,12,25,.480,13,14,.929,5,44,25,7,7,16,15,HOU
12,12,2016-11-17,,POR,W,126,109,46,95,.484,14,32,.438,20,25,.800,17,54,26,6,6,13,17,,41,90,.456,10,28,.357,17,21,.810,10,41,24,6,4,12,19,HOU
13,13,2016-11-19,,UTA,W,111,102,42,94,.447,12,32,.375,15,20,.750,10,39,28,8,3,4,16,,39,76,.513,12,27,.444,12,17,.706,5,43,22,3,5,12,17,HOU
14,14,2016-11-21,@,DET,W,99,96,35,78,.449,10,31,.323,19,27,.704,12,46,22,4,6,15,20,,36,87,.414,7,17,.412,17,24,.708,12,39,19,7,3,14,20,HOU
15,15,2016-11-23,,TOR,L,102,115,38,78,.487,14,42,.333,12,12,1.000,11,39,29,6,7,26,22,,43,88,.489,12,23,.522,17,21,.810,15,38,28,14,7,14,15,HOU
16,16,2016-11-25,@,SAC,W,117,104,40,85,.471,21,50,.420,16,20,.800,8,42,27,8,2,14,19,,39,80,.488,9,32,.281,17,21,.810,4,37,24,7,6,14,18,HOU
17,17,2016-11-27,@,POR,W,130,114,46,82,.561,17,36,.472,21,28,.750,7,36,26,7,8,11,23,,40,83,.482,12,33,.364,22,29,.759,8,35,24,7,2,14,24,HOU
18,18,2016-11-29,@,UTA,L,101,120,37,91,.407,11,30,.367,16,22,.727,15,38,14,5,6,7,20,,41,74,.554,15,28,.536,23,27,.852,5,40,23,4,5,8,20,HOU
19,19,2016-12-01,@,GSW,W,132,127,48,108,.444,14,44,.318,22,30,.733,15,56,26,11,4,19,28,,43,104,.413,12,44,.273,29,37,.784,13,54,31,12,7,17,27,HOU
20,20,2016-12-02,@,DEN,W,128,110,45,88,.511,17,37,.459,21,25,.840,10,41,25,11,7,11,14,,46,104,.442,9,31,.290,9,16,.563,24,54,22,5,4,16,20,HOU
21,21,2016-12-05,,BOS,W,107,106,34,76,.447,12,38,.316,27,31,.871,7,46,20,8,7,16,14,,42,99,.424,11,32,.344,11,12,.917,10,42,27,7,4,11,20,HOU
22,22,2016-12-07,,LAL,W,134,95,51,94,.543,15,36,.417,17,21,.810,15,52,35,20,2,20,22,,34,87,.391,5,20,.250,22,27,.815,14,39,14,13,4,27,22,HOU
23,23,2016-12-09,@,OKC,W,102,99,36,92,.391,11,42,.262,19,30,.633,16,52,26,9,1,15,24,,34,81,.420,7,28,.250,24,31,.774,9,46,18,9,5,17,19,HOU
24,24,2016-12-10,,DAL,W,109,87,37,74,.500,19,37,.514,16,22,.727,10,48,31,4,1,15,16,,32,79,.405,11,34,.324,12,14,.857,6,32,18,7,3,9,18,HOU
25,25,2016-12-12,,BRK,W,122,118,42,91,.462,17,43,.395,21,36,.583,11,39,23,10,5,14,25,,42,80,.525,7,20,.350,27,36,.750,6,41,21,9,4,19,27,HOU
26,26,2016-12-14,,SAC,W,132,98,50,85,.588,22,42,.524,10,16,.625,8,47,40,8,5,16,11,,39,92,.424,11,32,.344,9,11,.818,12,40,27,8,7,15,16,HOU
27,27,2016-12-16,,NOP,W,122,100,42,94,.447,24,61,.393,14,19,.737,13,57,27,7,4,14,18,,40,98,.408,9,27,.333,11,20,.550,13,47,17,4,6,11,16,HOU
28,28,2016-12-17,@,MIN,W,111,109,39,96,.406,17,51,.333,16,20,.800,10,47,25,14,4,16,22,,41,92,.446,7,21,.333,20,27,.741,13,55,29,9,6,21,21,HOU
29,29,2016-12-20,,SAS,L,100,102,35,92,.380,6,38,.158,24,27,.889,20,51,22,10,5,16,17,,36,77,.468,12,23,.522,18,25,.720,10,43,21,13,5,19,17,HOU
30,30,2016-12-21,@,PHO,W,125,111,46,86,.535,18,38,.474,15,26,.577,9,37,30,4,8,11,22,,44,93,.473,9,25,.360,14,20,.700,14,44,20,7,6,8,23,HOU
31,31,2016-12-23,@,MEM,L,109,115,38,89,.427,20,52,.385,13,15,.867,10,40,27,5,3,13,22,,41,81,.506,13,25,.520,20,25,.800,9,38,23,8,3,10,16,HOU
32,32,2016-12-26,,PHO,W,131,115,46,92,.500,15,43,.349,24,30,.800,10,47,28,11,4,20,22,,43,101,.426,7,30,.233,22,27,.815,16,53,17,14,6,17,25,HOU
33,33,2016-12-27,@,DAL,W,123,107,41,78,.526,17,32,.531,24,28,.857,10,47,23,7,5,16,22,,36,87,.414,15,38,.395,20,25,.800,12,38,22,6,5,9,18,HOU
34,34,2016-12-30,,LAC,W,140,116,45,81,.556,14,40,.350,36,43,.837,9,45,29,12,5,13,17,,45,96,.469,13,33,.394,13,16,.813,11,38,22,8,4,15,25,HOU
35,35,2016-12-31,,NYK,W,129,122,42,92,.457,21,55,.382,24,29,.828,10,46,30,3,2,13,20,,47,105,.448,10,32,.313,18,25,.720,13,48,21,7,3,7,20,HOU
36,36,2017-01-02,,WAS,W,101,91,37,86,.430,12,39,.308,15,21,.714,7,41,25,9,9,13,12,,38,87,.437,6,26,.231,9,12,.750,7,45,23,9,2,17,21,HOU
37,37,2017-01-05,,OKC,W,118,116,41,86,.477,15,39,.385,21,30,.700,9,43,27,6,3,9,20,,41,91,.451,12,30,.400,22,27,.815,16,54,15,6,9,9,21,HOU
38,38,2017-01-06,@,ORL,W,100,93,39,86,.453,15,49,.306,7,12,.583,12,45,26,12,1,15,15,,38,91,.418,8,23,.348,9,13,.692,19,49,18,8,2,15,14,HOU
39,39,2017-01-08,@,TOR,W,129,122,46,89,.517,11,38,.289,26,31,.839,10,39,27,9,6,15,22,,42,78,.538,11,25,.440,27,30,.900,4,39,19,7,3,17,25,HOU
40,40,2017-01-10,,CHO,W,121,114,40,82,.488,17,39,.436,24,33,.727,6,44,25,8,5,10,17,,44,92,.478,19,43,.442,7,9,.778,5,43,30,3,4,11,21,HOU
41,41,2017-01-11,@,MIN,L,105,119,36,87,.414,15,42,.357,18,22,.818,7,32,23,7,4,15,23,,44,81,.543,8,23,.348,23,25,.920,9,49,31,8,9,17,19,HOU
42,42,2017-01-13,,MEM,L,105,110,33,82,.402,10,41,.244,29,36,.806,10,31,19,9,2,12,20,,41,76,.539,10,27,.370,18,27,.667,8,45,25,8,3,22,29,HOU
43,43,2017-01-15,@,BRK,W,137,112,46,92,.500,21,44,.477,24,32,.750,13,52,30,9,3,13,21,,41,93,.441,15,44,.341,15,19,.789,9,38,29,9,5,16,25,HOU
44,44,2017-01-17,@,MIA,L,103,109,36,90,.400,9,39,.231,22,28,.786,11,49,21,8,3,17,16,,42,90,.467,9,29,.310,16,24,.667,11,52,21,11,1,15,24,HOU
45,45,2017-01-18,,MIL,W,111,92,43,95,.453,14,44,.318,11,15,.733,13,46,25,9,12,10,17,,37,93,.398,7,28,.250,11,14,.786,15,50,26,8,8,18,14,HOU
46,46,2017-01-20,,GSW,L,108,125,43,96,.448,7,35,.200,15,18,.833,13,41,26,8,3,14,17,,47,89,.528,15,38,.395,16,21,.762,8,41,30,8,7,14,18,HOU
47,47,2017-01-21,@,MEM,W,119,95,41,80,.513,16,42,.381,21,25,.840,6,46,27,11,6,12,25,,33,89,.371,9,34,.265,20,28,.714,14,41,19,10,4,12,17,HOU
48,48,2017-01-23,@,MIL,L,114,127,39,77,.506,14,35,.400,22,28,.786,5,28,26,11,4,21,22,,47,80,.588,11,23,.478,22,27,.815,7,37,31,17,6,19,20,HOU
49,49,2017-01-25,@,BOS,L,109,120,36,77,.468,10,31,.323,27,38,.711,6,30,28,8,5,17,18,,47,91,.516,11,32,.344,15,16,.938,12,48,33,10,3,18,27,HOU
50,50,2017-01-27,@,PHI,W,123,118,42,81,.519,12,31,.387,27,28,.964,6,41,25,10,4,23,29,,42,78,.538,10,25,.400,24,32,.750,3,29,29,14,6,22,25,HOU
51,51,2017-01-29,@,IND,L,101,120,34,83,.410,11,39,.282,22,25,.880,11,41,21,7,6,15,24,,47,87,.540,5,21,.238,21,26,.808,7,42,28,9,7,10,21,HOU
52,52,2017-01-31,,SAC,W,105,83,38,85,.447,14,45,.311,15,22,.682,11,60,28,4,4,14,24,,30,86,.349,8,29,.276,15,26,.577,10,45,22,9,7,11,17,HOU
53,53,2017-02-02,,ATL,L,108,113,35,93,.376,13,51,.255,25,33,.758,7,37,19,11,4,9,20,,44,85,.518,8,30,.267,17,23,.739,8,56,26,8,5,20,20,HOU
54,54,2017-02-03,,CHI,W,121,117,44,98,.449,16,43,.372,17,25,.680,8,48,24,7,3,11,23,,48,100,.480,8,25,.320,13,18,.722,14,53,30,7,7,14,23,HOU
55,55,2017-02-07,,ORL,W,128,104,44,89,.494,16,38,.421,24,36,.667,10,42,31,9,2,10,15,,42,88,.477,6,25,.240,14,20,.700,10,47,28,7,4,16,23,HOU
56,56,2017-02-09,@,CHO,W,107,95,39,87,.448,13,40,.325,16,20,.800,9,42,22,13,5,17,19,,37,85,.435,8,26,.308,13,14,.929,10,47,26,8,5,21,17,HOU
57,57,2017-02-11,,PHO,W,133,102,42,85,.494,18,36,.500,31,39,.795,16,55,27,8,4,21,23,,37,94,.394,8,22,.364,20,26,.769,12,42,20,8,4,19,28,HOU
58,58,2017-02-15,,MIA,L,109,117,36,87,.414,13,40,.325,24,31,.774,15,41,22,6,1,8,23,,44,84,.524,13,35,.371,16,24,.667,12,46,27,3,7,11,20,HOU
59,59,2017-02-23,@,NOP,W,129,99,45,91,.495,20,51,.392,19,24,.792,12,48,28,12,5,16,25,,36,86,.419,6,31,.194,21,26,.808,11,44,24,10,8,20,21,HOU
60,60,2017-02-25,,MIN,W,142,130,44,94,.468,22,58,.379,32,42,.762,13,32,32,15,6,13,21,,49,94,.521,9,26,.346,23,28,.821,21,58,28,10,2,23,26,HOU
61,61,2017-02-27,,IND,L,108,117,32,88,.364,10,45,.222,34,42,.810,12,39,22,8,5,10,22,,41,91,.451,13,30,.433,22,25,.880,13,55,29,7,5,15,26,HOU
62,62,2017-03-01,@,LAC,W,122,103,37,87,.425,20,52,.385,28,33,.848,19,62,21,3,2,16,17,,42,94,.447,12,34,.353,7,13,.538,10,36,26,8,3,7,23,HOU
63,63,2017-03-04,,MEM,W,123,108,39,78,.500,18,42,.429,27,36,.750,10,43,25,10,4,14,20,,43,97,.443,8,28,.286,14,21,.667,17,46,26,8,6,13,24,HOU
64,64,2017-03-06,@,SAS,L,110,112,41,88,.466,14,39,.359,14,17,.824,7,43,19,3,3,12,20,,40,88,.455,11,28,.393,21,23,.913,9,44,24,6,6,9,13,HOU
65,65,2017-03-08,,UTA,L,108,115,35,79,.443,8,32,.250,30,40,.750,10,31,22,9,4,8,20,,41,76,.539,12,31,.387,21,24,.875,10,45,21,2,4,16,23,HOU
66,66,2017-03-10,@,CHI,W,115,94,37,89,.416,15,47,.319,26,32,.813,11,54,26,11,4,17,15,,38,98,.388,9,39,.231,9,12,.750,11,49,24,9,4,18,21,HOU
67,67,2017-03-12,,CLE,W,117,112,41,96,.427,16,45,.356,19,28,.679,20,52,25,10,4,6,17,,42,80,.525,17,43,.395,11,13,.846,4,38,24,3,7,15,23,HOU
